,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.8571428571428571,0.5555555555555556,0.271,0.281,0.62,0.0,0.4,0.6,0.0,0.22727272727272727,0.5263157894736842,0.4,0.16666666666666666,0.0,0.2222222222222222,0.9285714285714286,0.4666666666666667,0.354,0.311,0.53,0.13899999999999998,0.52,0.6,0.0,0.09090909090909091,0.10526315789473684,0.3,0.08333333333333333,0.0,0.4444444444444444
1,0.9047619047619048,0.37777777777777777,0.209,0.268,0.46,0.179,0.21,0.5,0.0,0.0,0.21052631578947367,0.0,0.25,0.14285714285714285,0.0,0.9047619047619048,0.5111111111111111,0.372,0.265,0.55,0.223,0.48,0.46,0.0,0.9545454545454546,0.05263157894736842,0.3,0.4166666666666667,0.42857142857142855,0.3333333333333333
2,0.8809523809523809,0.3333333333333333,0.318,0.301,0.54,0.0,0.43,0.58,0.0,0.045454545454545456,0.6842105263157895,0.1,0.3333333333333333,0.42857142857142855,0.1111111111111111,0.8095238095238095,0.35555555555555557,0.629,0.381,0.59,0.305,0.39,0.5,0.0,0.045454545454545456,0.0,0.2,0.16666666666666666,0.0,0.0
3,0.9285714285714286,0.3111111111111111,0.298,0.16699999999999998,0.52,0.268,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8690476190476191,0.3333333333333333,0.387,0.213,0.41,0.255,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.8690476190476191,0.35555555555555557,0.256,0.42400000000000004,0.49,0.148,0.28,0.81,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.2222222222222222,0.8571428571428571,0.17777777777777778,0.16699999999999998,0.333,0.37,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.8690476190476191,0.4,0.457,0.41500000000000004,0.61,0.118,0.18,0.46,0.0,0.09090909090909091,0.10526315789473684,0.3,0.08333333333333333,0.14285714285714285,0.2222222222222222,0.8571428571428571,0.4888888888888889,0.238,0.343,0.62,0.122,0.4,0.75,0.0,0.045454545454545456,0.15789473684210525,0.2,0.16666666666666666,0.0,0.2222222222222222
6,0.8333333333333334,0.3333333333333333,0.433,0.213,0.54,0.0,1.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8571428571428571,0.2,0.308,0.32599999999999996,0.59,0.177,0.63,0.75,0.0,0.045454545454545456,0.0,0.2,0.08333333333333333,0.0,0.0
7,0.8333333333333334,0.5777777777777777,0.316,0.242,0.61,0.10900000000000001,0.45,0.63,0.0,0.18181818181818182,0.10526315789473684,0.6,0.0,0.2857142857142857,0.4444444444444444,0.8452380952380952,0.4,0.511,0.387,0.62,0.10300000000000001,0.25,0.75,0.0,0.045454545454545456,0.15789473684210525,0.3,0.08333333333333333,0.14285714285714285,0.2222222222222222
8,0.9285714285714286,0.3111111111111111,0.348,0.256,0.55,0.08499999999999999,0.41,0.77,0.0,0.09090909090909091,0.05263157894736842,0.2,0.08333333333333333,0.14285714285714285,0.1111111111111111,0.8571428571428571,0.28888888888888886,0.316,0.375,0.51,0.10600000000000001,0.44,0.8,0.0,0.09090909090909091,0.15789473684210525,0.2,0.08333333333333333,0.0,0.2222222222222222
9,0.8333333333333334,0.37777777777777777,0.378,0.383,0.58,0.146,0.45,0.91,0.0,0.09090909090909091,0.2631578947368421,0.4,0.25,0.0,0.3333333333333333,0.8095238095238095,0.4222222222222222,0.377,0.454,0.57,0.078,0.5,0.6,0.0,0.045454545454545456,0.0,0.2,0.08333333333333333,0.14285714285714285,0.1111111111111111
10,0.7738095238095238,0.35555555555555557,0.453,0.833,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.7738095238095238,0.24444444444444444,0.0,0.0,0.51,0.0,0.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.8690476190476191,0.28888888888888886,0.453,0.244,0.66,0.623,0.59,0.77,0.0,0.0,0.15789473684210525,0.2,0.0,0.0,0.0,0.8571428571428571,0.35555555555555557,0.506,0.635,0.55,0.061,0.33,0.8,0.0,0.13636363636363635,0.0,0.1,0.0,0.0,0.1111111111111111
12,0.9523809523809523,0.35555555555555557,0.5730000000000001,0.0,0.69,0.0,0.0,0.83,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.35555555555555557,0.5309999999999999,0.23900000000000002,0.56,0.086,0.75,0.75,0.0,0.09090909090909091,0.0,0.1,0.08333333333333333,0.0,0.0
13,0.9047619047619048,0.2,0.42699999999999994,0.313,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8809523809523809,0.37777777777777777,0.33599999999999997,0.311,0.54,0.0,0.0,0.54,0.0,0.09090909090909091,0.05263157894736842,0.1,0.25,0.14285714285714285,0.0
14,0.9166666666666666,0.5333333333333333,0.318,0.0,0.44,0.236,0.51,0.6,0.0,0.18181818181818182,0.21052631578947367,0.2,0.25,0.42857142857142855,0.3333333333333333,0.9285714285714286,0.2,0.734,0.6759999999999999,0.57,0.125,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
